3alpha_code,name_en,scientific_name,genus,family,major_group,isscaap_group,name_no_nei,fao_group,match_category,species
enl,NA,NA,NA,NA,NA,NA,NA,NA,NA,lake malawi sardine
esd,NA,NA,NA,NA,NA,NA,NA,NA,NA,flying barb
fxt,NA,NA,NA,NA,NA,NA,NA,NA,NA,striped flying barb
hra,NA,NA,NA,NA,NA,NA,NA,NA,NA,horadandia atukorali
ina,NA,NA,NA,NA,NA,NA,NA,NA,NA,inlecypris auropurpurea
heo,NA,NA,NA,NA,NA,NA,NA,NA,NA,indian glass barb
lpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,leptocypris guineensis
lpn,NA,NA,NA,NA,NA,NA,NA,NA,NA,leptocypris niloticus
lck,NA,NA,NA,NA,NA,NA,NA,NA,NA,luciosoma bleekeri
nel,NA,NA,NA,NA,NA,NA,NA,NA,NA,nematabramis alestes
neo,NA,NA,NA,NA,NA,NA,NA,NA,NA,neobola moeruensis
dka,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsaridium microcephalum
opl,NA,NA,NA,NA,NA,NA,NA,NA,NA,lake salmon
brr,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsarius bakeri
bla,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsarius barna
bld,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsarius bendelisis
brh,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsarius shacra
brj,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsarius tileo
pyb,NA,NA,NA,NA,NA,NA,NA,NA,NA,pectenocypris balaena
puk,NA,NA,NA,NA,NA,NA,NA,NA,NA,raiamas ansorgii
blo,NA,NA,NA,NA,NA,NA,NA,NA,NA,trout barb
rsz,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver rasbora
rad,NA,NA,NA,NA,NA,NA,NA,NA,NA,slender rasbora
rsv,NA,NA,NA,NA,NA,NA,NA,NA,NA,brilliant rasbora
rws,NA,NA,NA,NA,NA,NA,NA,NA,NA,twospot rasbora
pul,NA,NA,NA,NA,NA,NA,NA,NA,NA,rasbora labiosa
rsr,NA,NA,NA,NA,NA,NA,NA,NA,NA,gangetic scissortail rasbora
rrz,NA,NA,NA,NA,NA,NA,NA,NA,NA,rasbora tawarensis
ena,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver cyprinid
slb,NA,NA,NA,NA,NA,NA,NA,NA,NA,large razorbelly minnow
slg,NA,NA,NA,NA,NA,NA,NA,NA,NA,securicula gora
tyo,NA,NA,NA,NA,NA,NA,NA,NA,NA,thryssocypris ornithostoma
vvp,NA,NA,NA,NA,NA,NA,NA,NA,NA,redstripe rasbora
rst,NA,NA,NA,NA,NA,NA,NA,NA,NA,harlequin rasbora
fch,NA,NA,NA,NA,NA,NA,NA,NA,NA,hoven's carp
qng,NA,NA,NA,NA,NA,NA,NA,NA,NA,kanglang fish
any,NA,NA,NA,NA,NA,NA,NA,NA,NA,anabarilius polylepis
ykq,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancherythroculter nigrocauda
ayh,NA,NA,NA,NA,NA,NA,NA,NA,NA,chinese bleak
hmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,garnet minnow
paj,NA,NA,NA,NA,NA,NA,NA,NA,NA,aphyocypris moltrechti
hya,NA,NA,NA,NA,NA,NA,NA,NA,NA,humpback
hvy,NA,NA,NA,NA,NA,NA,NA,NA,NA,predatory carp
hwq,NA,NA,NA,NA,NA,NA,NA,NA,NA,mongolian redfin
fcg,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass carp(=white amur)
ltl,NA,NA,NA,NA,NA,NA,NA,NA,NA,culter alburnus
dit,NA,NA,NA,NA,NA,NA,NA,NA,NA,distoechodon tumirostris
elm,NA,NA,NA,NA,NA,NA,NA,NA,NA,yellowcheek
hmu,NA,NA,NA,NA,NA,NA,NA,NA,NA,sharpbelly
svc,silver carp,hypophthalmichthys molitrix,hypophthalmichthys,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,silver carp
bic,NA,NA,NA,NA,NA,NA,NA,NA,NA,bighead carp
hxp,NA,NA,NA,NA,NA,NA,NA,NA,NA,"silver, bighead carps nei"
lci,NA,NA,NA,NA,NA,NA,NA,NA,NA,longiculter siahi
mco,NA,NA,NA,NA,NA,NA,NA,NA,NA,long pectoral-fin minnow
wub,NA,NA,NA,NA,NA,NA,NA,NA,NA,wuchang bream
wut,NA,NA,NA,NA,NA,NA,NA,NA,NA,black amur bream
rsl,NA,NA,NA,NA,NA,NA,NA,NA,NA,metzia lineata
bkc,NA,NA,NA,NA,NA,NA,NA,NA,NA,black carp
oce,NA,NA,NA,NA,NA,NA,NA,NA,NA,ochetobius elongatus
opd,NA,NA,NA,NA,NA,NA,NA,NA,NA,opsariichthys bidens
oxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxygaster anomalura
qdu,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxygaster pointoni
wab,NA,NA,NA,NA,NA,NA,NA,NA,NA,white amur bream
phc,NA,NA,NA,NA,NA,NA,NA,NA,NA,parachela cyanea
pzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,parachela oxygastroides
qed,NA,NA,NA,NA,NA,NA,NA,NA,NA,parachela siamensis
pub,NA,NA,NA,NA,NA,NA,NA,NA,NA,paralaubuca barroni
pzv,NA,NA,NA,NA,NA,NA,NA,NA,NA,parazacco spilurus
pli,NA,NA,NA,NA,NA,NA,NA,NA,NA,smallscale yellowfin
pdj,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudolaubuca jouyi
rsf,NA,NA,NA,NA,NA,NA,NA,NA,NA,rasborichthys helfrichii
snm,NA,NA,NA,NA,NA,NA,NA,NA,NA,sinibrama macrops
sqk,NA,NA,NA,NA,NA,NA,NA,NA,NA,barbel chub
xjb,NA,NA,NA,NA,NA,NA,NA,NA,NA,xenocypris davidi
xea,NA,NA,NA,NA,NA,NA,NA,NA,NA,yellowfin
zap,NA,NA,NA,NA,NA,NA,NA,NA,NA,freshwater minnow
fte,tench,tinca tinca,tinca,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,tench
aha,NA,NA,NA,NA,NA,NA,NA,NA,NA,russian bitterling
atn,NA,NA,NA,NA,NA,NA,NA,NA,NA,acheilognathus melanogaster
atr,NA,NA,NA,NA,NA,NA,NA,NA,NA,acheilognathus rhombeus
att,NA,NA,NA,NA,NA,NA,NA,NA,NA,acheilognathus tabira
tkt,NA,NA,NA,NA,NA,NA,NA,NA,NA,tokyo bitterling
rhm,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhodeus amarus
pdh,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhodeus hondae
roo,NA,NA,NA,NA,NA,NA,NA,NA,NA,rosy bitterling
ror,NA,NA,NA,NA,NA,NA,NA,NA,NA,bitterling
atl,NA,NA,NA,NA,NA,NA,NA,NA,NA,oily bitterling
abb,NA,NA,NA,NA,NA,NA,NA,NA,NA,chinese false gudgeon
bwz,NA,NA,NA,NA,NA,NA,NA,NA,NA,biwia zezera
ugh,NA,NA,NA,NA,NA,NA,NA,NA,NA,coreius guichenoti
ucs,NA,NA,NA,NA,NA,NA,NA,NA,NA,coreoleuciscus splendidus
gna,NA,NA,NA,NA,NA,NA,NA,NA,NA,gnathopogon caerulescens
gne,NA,NA,NA,NA,NA,NA,NA,NA,NA,gnathopogon elongatus
gog,NA,NA,NA,NA,NA,NA,NA,NA,NA,gudgeon
gor,NA,NA,NA,NA,NA,NA,NA,NA,NA,gobiobotia brevibarba
hme,NA,NA,NA,NA,NA,NA,NA,NA,NA,barbel steed
umm,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted steed
ldt,NA,NA,NA,NA,NA,NA,NA,NA,NA,tachanovsky's gudgeon
myk,NA,NA,NA,NA,NA,NA,NA,NA,NA,microphysogobio koreensis
pde,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudogobio esocinus
pdn,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudopungtungia nigra
pdp,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone moroko
pgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,pungtungia herzi
gop,NA,NA,NA,NA,NA,NA,NA,NA,NA,white-finned gudgeon
rou,NA,NA,NA,NA,NA,NA,NA,NA,NA,amur whitefin gudgeon
shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,rainbow gudgeon
sub,NA,NA,NA,NA,NA,NA,NA,NA,NA,chinese lizard gudgeon
sqb,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalidus chankaensis
tya,NA,NA,NA,NA,NA,NA,NA,NA,NA,white cloud mountain minnow
fbm,freshwater bream,abramis brama,abramis,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,freshwater bream
fbr,freshwater breams nei,abramis spp,abramis,cyprinidae,pisces,"carps, barbels and other cyprinids",freshwater breams,yes,en_name,freshwater breams nei
ahs,NA,NA,NA,NA,NA,NA,NA,NA,NA,acanthobrama lissneri
ahl,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackbrow bleak
age,NA,NA,NA,NA,NA,NA,NA,NA,NA,longfin dace
abi,NA,NA,NA,NA,NA,NA,NA,NA,NA,schneider
abd,NA,NA,NA,NA,NA,NA,NA,NA,NA,alburnus albidus
alr,bleak,alburnus alburnus,alburnus,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,bleak
nuc,NA,NA,NA,NA,NA,NA,NA,NA,NA,danube bleak
awt,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarek
avl,NA,NA,NA,NA,NA,NA,NA,NA,NA,pátzcuaro chub
azh,NA,NA,NA,NA,NA,NA,NA,NA,NA,anaecypris hispanica
aue,NA,NA,NA,NA,NA,NA,NA,NA,NA,pike asp
bxg,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue bream
bzr,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballerus sapa
abk,white bream,blicca bjoerkna,blicca,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,white bream
mpl,NA,NA,NA,NA,NA,NA,NA,NA,NA,central stoneroller
mpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,largescale stoneroller
oek,NA,NA,NA,NA,NA,NA,NA,NA,NA,sharpray
hon,NA,NA,NA,NA,NA,NA,NA,NA,NA,common nase
hos,NA,NA,NA,NA,NA,NA,NA,NA,NA,chondrostoma soetta
pxc,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackside dace
pxe,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern redbelly dace
pxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,southern redbelly dace
pxn,NA,NA,NA,NA,NA,NA,NA,NA,NA,finescale dace
nou,NA,NA,NA,NA,NA,NA,NA,NA,NA,redside dace
uep,NA,NA,NA,NA,NA,NA,NA,NA,NA,lake chub
ypa,NA,NA,NA,NA,NA,NA,NA,NA,NA,cyprinella alvarezdelvillari
ypn,NA,NA,NA,NA,NA,NA,NA,NA,NA,satinfin shiner
ypc,NA,NA,NA,NA,NA,NA,NA,NA,NA,alabama shiner
ypm,NA,NA,NA,NA,NA,NA,NA,NA,NA,bluntface shiner
ypl,NA,NA,NA,NA,NA,NA,NA,NA,NA,red shiner
ypp,NA,NA,NA,NA,NA,NA,NA,NA,NA,proserpine shiner
ypi,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotfin shiner
ypv,NA,NA,NA,NA,NA,NA,NA,NA,NA,blacktail shiner
pxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,delminichthys adspersus
did,NA,NA,NA,NA,NA,NA,NA,NA,NA,devils river minnow
die,NA,NA,NA,NA,NA,NA,NA,NA,NA,roundnose minnow
era,NA,NA,NA,NA,NA,NA,NA,NA,NA,desert dace
erd,NA,NA,NA,NA,NA,NA,NA,NA,NA,streamline chub
evu,NA,NA,NA,NA,NA,NA,NA,NA,NA,evarra bustamantei
exm,NA,NA,NA,NA,NA,NA,NA,NA,NA,cutlips minnow
arc,NA,NA,NA,NA,NA,NA,NA,NA,NA,chiselmouth
gia,NA,NA,NA,NA,NA,NA,NA,NA,NA,utah chub
moc,NA,NA,NA,NA,NA,NA,NA,NA,NA,moapa dace
gic,NA,NA,NA,NA,NA,NA,NA,NA,NA,humpback chub
gie,NA,NA,NA,NA,NA,NA,NA,NA,NA,bonytail
gin,NA,NA,NA,NA,NA,NA,NA,NA,NA,chihuahua chub
gir,NA,NA,NA,NA,NA,NA,NA,NA,NA,roundtail chub
hmf,NA,NA,NA,NA,NA,NA,NA,NA,NA,flame chub
hsy,NA,NA,NA,NA,NA,NA,NA,NA,NA,california roach
hbp,NA,NA,NA,NA,NA,NA,NA,NA,NA,plains minnow
rfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,iberochondrostoma lemmingii
iop,NA,NA,NA,NA,NA,NA,NA,NA,NA,least chub
ldg,NA,NA,NA,NA,NA,NA,NA,NA,NA,ladigesocypris ghigii
lve,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitch
lpv,NA,NA,NA,NA,NA,NA,NA,NA,NA,little colorado spinedace
lud,NA,NA,NA,NA,NA,NA,NA,NA,NA,belica
asu,asp,aspius aspius,aspius,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,asp
jne,NA,NA,NA,NA,NA,NA,NA,NA,NA,siberian dace
vlb,NA,NA,NA,NA,NA,NA,NA,NA,NA,issyk-kul dace
fid,orfe(=ide),leuciscus idus,leuciscus,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,orfe(=ide)
fie,NA,NA,NA,NA,NA,NA,NA,NA,NA,common dace
vls,NA,NA,NA,NA,NA,NA,NA,NA,NA,schmidt's dace
lew,NA,NA,NA,NA,NA,NA,NA,NA,NA,chubs nei
lxc,NA,NA,NA,NA,NA,NA,NA,NA,NA,striped shiner
lxo,NA,NA,NA,NA,NA,NA,NA,NA,NA,common shiner
lyr,NA,NA,NA,NA,NA,NA,NA,NA,NA,cherryfin shiner
lys,NA,NA,NA,NA,NA,NA,NA,NA,NA,ouachita shiner
mcv,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled chub
mgm,NA,NA,NA,NA,NA,NA,NA,NA,NA,pearl dace
mdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,spikedace
aht,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinneret bleak
mhc,NA,NA,NA,NA,NA,NA,NA,NA,NA,peamouth
mho,NA,NA,NA,NA,NA,NA,NA,NA,NA,hardhead
nob,NA,NA,NA,NA,NA,NA,NA,NA,NA,hornyhead chub
noh,NA,NA,NA,NA,NA,NA,NA,NA,NA,bluehead chub
noi,NA,NA,NA,NA,NA,NA,NA,NA,NA,river chub
nmc,NA,NA,NA,NA,NA,NA,NA,NA,NA,golden shiner
nta,NA,NA,NA,NA,NA,NA,NA,NA,NA,emerald shiner
ntb,NA,NA,NA,NA,NA,NA,NA,NA,NA,red river shiner
ntp,NA,NA,NA,NA,NA,NA,NA,NA,NA,bigeye shiner
ntd,NA,NA,NA,NA,NA,NA,NA,NA,NA,bigmouth shiner
ntg,NA,NA,NA,NA,NA,NA,NA,NA,NA,arkansas river shiner
nte,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackchin shiner
ntr,NA,NA,NA,NA,NA,NA,NA,NA,NA,blacknose shiner
ntu,NA,NA,NA,NA,NA,NA,NA,NA,NA,spottail shiner
ntl,NA,NA,NA,NA,NA,NA,NA,NA,NA,longnose shiner
ntn,NA,NA,NA,NA,NA,NA,NA,NA,NA,yellowfin shiner
nts,NA,NA,NA,NA,NA,NA,NA,NA,NA,ozark minnow
ntq,NA,NA,NA,NA,NA,NA,NA,NA,NA,rosyface shiner
nti,NA,NA,NA,NA,NA,NA,NA,NA,NA,bedrock shiner
nrt,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand shiner
nrx,NA,NA,NA,NA,NA,NA,NA,NA,NA,weed shiner
nrv,NA,NA,NA,NA,NA,NA,NA,NA,NA,mimic shiner
opq,NA,NA,NA,NA,NA,NA,NA,NA,NA,pugnose minnow
ogc,NA,NA,NA,NA,NA,NA,NA,NA,NA,oregon chub
ohm,NA,NA,NA,NA,NA,NA,NA,NA,NA,sacramento blackfish
phm,NA,NA,NA,NA,NA,NA,NA,NA,NA,pachychilon macedonicum
fdi,NA,NA,NA,NA,NA,NA,NA,NA,NA,júcar nase
hox,NA,NA,NA,NA,NA,NA,NA,NA,NA,parachondrostoma toxostoma
pdy,NA,NA,NA,NA,NA,NA,NA,NA,NA,pelasgus stymphalicus
fsc,sichel,pelecus cultratus,pelecus,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,sichel
luy,NA,NA,NA,NA,NA,NA,NA,NA,NA,dnieper chub
phk,NA,NA,NA,NA,NA,NA,NA,NA,NA,riffle minnow
pxp,NA,NA,NA,NA,NA,NA,NA,NA,NA,eurasian minnow
pmp,NA,NA,NA,NA,NA,NA,NA,NA,NA,fathead minnow
plt,NA,NA,NA,NA,NA,NA,NA,NA,NA,woundfin
plc,NA,NA,NA,NA,NA,NA,NA,NA,NA,flathead chub
pgc,NA,NA,NA,NA,NA,NA,NA,NA,NA,splittail
hog,NA,NA,NA,NA,NA,NA,NA,NA,NA,protochondrostoma genei
ztb,NA,NA,NA,NA,NA,NA,NA,NA,NA,far eastern ide
tfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,big-scaled redfin
pdl,NA,NA,NA,NA,NA,NA,NA,NA,NA,redfin
hoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,iberian nase
gwi,NA,NA,NA,NA,NA,NA,NA,NA,NA,guadian nase
ouh,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudophoxinus handlirschi
nrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,flagfin shiner
pti,NA,NA,NA,NA,NA,NA,NA,NA,NA,sacramento squawfish
ret,NA,NA,NA,NA,NA,NA,NA,NA,NA,relict dace
rhq,NA,NA,NA,NA,NA,NA,NA,NA,NA,blacknose dace
rhw,NA,NA,NA,NA,NA,NA,NA,NA,NA,longnose dace
rhv,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled dace
lwg,NA,NA,NA,NA,NA,NA,NA,NA,NA,czekanowski's minnow
eue,NA,NA,NA,NA,NA,NA,NA,NA,NA,lake minnow
moi,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhynchocypris steindachneri
ril,NA,NA,NA,NA,NA,NA,NA,NA,NA,redside shiner
rwc,NA,NA,NA,NA,NA,NA,NA,NA,NA,caspian roach
rfr,NA,NA,NA,NA,NA,NA,NA,NA,NA,kutum
fro,roach,rutilus rutilus,rutilus,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,roach
frx,roaches nei,rutilus spp,rutilus,cyprinidae,pisces,"carps, barbels and other cyprinids",roaches,yes,en_name,roaches nei
rtr,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarmarutilus rubilio
sre,rudd,scardinius erythrophthalmus,scardinius,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,rudd
smu,NA,NA,NA,NA,NA,NA,NA,NA,NA,creek chub
gib,NA,NA,NA,NA,NA,NA,NA,NA,NA,tui chub
rla,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalius alburnoides
luh,NA,NA,NA,NA,NA,NA,NA,NA,NA,chub
luc,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalius cii
ibp,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalius palaciosi
lur,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalius pyrenaicus
sdg,NA,NA,NA,NA,NA,NA,NA,NA,NA,stumptooth minnow
lup,NA,NA,NA,NA,NA,NA,NA,NA,NA,telestes polylepis
lus,NA,NA,NA,NA,NA,NA,NA,NA,NA,vairone
tgc,NA,NA,NA,NA,NA,NA,NA,NA,NA,loach minnow
tph,NA,NA,NA,NA,NA,NA,NA,NA,NA,tropidophoxinellus hellenicus
vim,NA,NA,NA,NA,NA,NA,NA,NA,NA,macedonian vimba
viv,vimba bream,vimba vimba,vimba,cyprinidae,pisces,"carps, barbels and other cyprinids",NA,yes,en_name,vimba bream
aik,NA,NA,NA,NA,NA,NA,NA,NA,NA,threadfin acara
aav,NA,NA,NA,NA,NA,NA,NA,NA,NA,acaronia vultuosa
aie,NA,NA,NA,NA,NA,NA,NA,NA,NA,alticorpus macrocleithrum
agv,NA,NA,NA,NA,NA,NA,NA,NA,NA,altolamprologus calvus
ihn,NA,NA,NA,NA,NA,NA,NA,NA,NA,convict cichlid
aii,NA,NA,NA,NA,NA,NA,NA,NA,NA,midas cichlid
ihs,NA,NA,NA,NA,NA,NA,NA,NA,NA,amphilophus istlanus
fdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,red devil
ufv,NA,NA,NA,NA,NA,NA,NA,NA,NA,platinum acara
aqu,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue acara
aer,NA,NA,NA,NA,NA,NA,NA,NA,NA,green terror
akt,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalochromis thomasi
arz,NA,NA,NA,NA,NA,NA,NA,NA,NA,apistogramma agassizii
gaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,apistogramma trifasciata
gds,NA,NA,NA,NA,NA,NA,NA,NA,NA,apistogrammoides pucallpaensis
hok,NA,NA,NA,NA,NA,NA,NA,NA,NA,flier cichlid
rkc,NA,NA,NA,NA,NA,NA,NA,NA,NA,aristochromis christyi
rtt,NA,NA,NA,NA,NA,NA,NA,NA,NA,asprotilapia leptura
rcj,NA,NA,NA,NA,NA,NA,NA,NA,NA,astatoreochromis alluaudi
hir,NA,NA,NA,NA,NA,NA,NA,NA,NA,astatotilapia burtoni
hid,NA,NA,NA,NA,NA,NA,NA,NA,NA,astatotilapia desfontainii
toc,NA,NA,NA,NA,NA,NA,NA,NA,NA,oscar
ast,NA,NA,NA,NA,NA,NA,NA,NA,NA,velvety cichlids
uld,NA,NA,NA,NA,NA,NA,NA,NA,NA,aulonocara auditor
ulw,NA,NA,NA,NA,NA,NA,NA,NA,NA,aulonocranus dewindti
ihf,NA,NA,NA,NA,NA,NA,NA,NA,NA,chameleon cichlid
bck,NA,NA,NA,NA,NA,NA,NA,NA,NA,baileychromis centropomoides
bhx,NA,NA,NA,NA,NA,NA,NA,NA,NA,bathybates ferox
ibz,NA,NA,NA,NA,NA,NA,NA,NA,NA,bathybates minor
hrb,NA,NA,NA,NA,NA,NA,NA,NA,NA,benitochromis batesii
bmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,benthochromis tricoti
bmp,NA,NA,NA,NA,NA,NA,NA,NA,NA,greenstreaked eartheater
bie,NA,NA,NA,NA,NA,NA,NA,NA,NA,biotoecus opercularis
bej,NA,NA,NA,NA,NA,NA,NA,NA,NA,giant cichlid
bmn,NA,NA,NA,NA,NA,NA,NA,NA,NA,buccochromis atritaeniatus
dgf,NA,NA,NA,NA,NA,NA,NA,NA,NA,buccochromis nototaenia
bjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,bujurquina cordemadi
lhp,NA,NA,NA,NA,NA,NA,NA,NA,NA,callochromis macrops
rcm,NA,NA,NA,NA,NA,NA,NA,NA,NA,caprichromis liemi
aqk,NA,NA,NA,NA,NA,NA,NA,NA,NA,caquetaia kraussii
dxs,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardiopharynx schoutedeni
bja,NA,NA,NA,NA,NA,NA,NA,NA,NA,chaetobranchopsis australis
tbf,NA,NA,NA,NA,NA,NA,NA,NA,NA,chaetobranchus flavescens
hnh,NA,NA,NA,NA,NA,NA,NA,NA,NA,chalinochromis brichardi
hse,NA,NA,NA,NA,NA,NA,NA,NA,NA,champsochromis caeruleus
hhh,NA,NA,NA,NA,NA,NA,NA,NA,NA,cheilochromis euchilus
htv,NA,NA,NA,NA,NA,NA,NA,NA,NA,canary kurper
hcn,NA,NA,NA,NA,NA,NA,NA,NA,NA,chilochromis duponti
hho,NA,NA,NA,NA,NA,NA,NA,NA,NA,chilotilapia rhoadesii
ude,NA,NA,NA,NA,NA,NA,NA,NA,NA,chindongo ater
udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate mbuna
liv,NA,NA,NA,NA,NA,NA,NA,NA,NA,chromidotilapia cavalliensis
dek,NA,NA,NA,NA,NA,NA,NA,NA,NA,cichla monoculus
clo,NA,NA,NA,NA,NA,NA,NA,NA,NA,peacock cichlid
dew,NA,NA,NA,NA,NA,NA,NA,NA,NA,cichla orinocensis
iht,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled pavon
igx,NA,NA,NA,NA,NA,NA,NA,NA,NA,cichla spp
ihi,NA,NA,NA,NA,NA,NA,NA,NA,NA,black acara
aqp,NA,NA,NA,NA,NA,NA,NA,NA,NA,cichlasoma portalegrense
fmw,NA,NA,NA,NA,NA,NA,NA,NA,NA,three spot cichlid
chx,NA,NA,NA,NA,NA,NA,NA,NA,NA,cichlasoma nei
lrm,NA,NA,NA,NA,NA,NA,NA,NA,NA,keyhole cichlid
tjj,NA,NA,NA,NA,NA,NA,NA,NA,NA,coelotilapia joka
tib,NA,NA,NA,NA,NA,NA,NA,NA,NA,congolapia bilineata
opz,NA,NA,NA,NA,NA,NA,NA,NA,NA,copadichromis azureus
ovz,NA,NA,NA,NA,NA,NA,NA,NA,NA,lake malawi utaka
dgi,NA,NA,NA,NA,NA,NA,NA,NA,NA,copadichromis spp
tpb,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon bakossiorum
tpi,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon bemini
tpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon bythobates
tam,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon cameronensis
tjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon camerunensis
tjf,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon coffea
tjg,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon congicus
tjd,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon dageti
tjk,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon deckerti
tji,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon discolor
tjv,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon flavus
tlg,NA,NA,NA,NA,NA,NA,NA,NA,NA,guinean tilapia
tjt,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon gutturosus
tjm,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon imbrifernus
tja,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon kottae
tjl,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon louka
tjr,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon margaritaceus
tjn,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon nyonganus
tlr,NA,NA,NA,NA,NA,NA,NA,NA,NA,redbreast tilapia
tjh,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon rheophilus
tjy,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon snyderae
tjs,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon spongotroktis
tij,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon tholloni
tlh,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon thysi
tlw,NA,NA,NA,NA,NA,NA,NA,NA,NA,coptodon walteri
tlz,NA,NA,NA,NA,NA,NA,NA,NA,NA,redbelly tilapia
osr,NA,NA,NA,NA,NA,NA,NA,NA,NA,corematodus shiranus
rlt,NA,NA,NA,NA,NA,NA,NA,NA,NA,crenicichla alta
